Question,Final URL,Topics,Answer Text
"If I know the title of an article, how do I find it?",https://askalibrarian.asu.edu/faq/177878,None,"If you know the title of the article... From the library home page , try the One Search dropdown to either One Search or Google Scholar . Enter the title of the article in the search bar. Put quotation marks around the title to force it to read as a phrase. Click: Search Library Your article title usually appears in the first few results. You can also search for a free (and legal) Open Access copy of the full text through Open Access Button . Current ASU student, faculty or staff: For our full text options, make sure your are signed in to the library system with your ASURITE ID and password. If a full text option is not available, the library will try to get a digital copy of the article for you through your Interlibrary Loan (ILLiad) account. Other researchers: When you are on our ASU campuses, many of our full text online materials may be accessed using our ASU Guest wifi or from an ASU Library guest computer. Or check with your local public library or an academic institution with which you are affiliated. They may have Interlibrary Loan services that serve your needs."
Why do I need to login to the library system?,https://askalibrarian.asu.edu/faq/197961,None,"Here are a few benefits when you sign in to the ASU Library system before performing a search: If an item is unavailable, logged-in users will see a link to request the item. You can usually Request ASU Copy, Request Chapter Scan, or Request from External Library (Interlibrary Loan). An email will either alert you when the item is ready for pickup or it will contain the digitized article or chapter scan! Logged-in users will see the full results that may also show which years are available for the journal or periodical. Logging in shows your loan period based on your ASU affiliation such as undergraduate, graduate, faculty or staff. You will also be able to see results from our databases , if you are logged in. If you click on the Accounts section of the library home page, it will sign you in to the following accounts: My Interlibrary Loan (ILLIAD) Account My Library Account Where you can view a list of your checked out items, R enew items that are eligible for renewal, And perform other account maintenance tasks. To sign in to the library system: Go to the ASU Library home page . In the upper right corner of the home page, click: Sign In"
Why am I getting inconsistent request options when I click on Get It! @ ASU?,https://askalibrarian.asu.edu/faq/214887,None,"Different request options appear or do not appear when using Get It! @ ASU, depending on whether you are on or off campus, and whether you have signed in to the library system before you click the Get It! @ ASU icon or link. ON CAMPUS (NOT signed in to ASU Library system) Click: Get It! @ ASU When you see the sign in prompt, click: Sign In If clicking Sign In doesn't automatically log you in... You will be prompted to sign in with your ASURITE ID and password. Click on an option, complete the form, and submit as instructed: For items we own, these options should appear... Request ASU Copy Request Chapter Scan For items we do not own, this option should appear... Request External Copy ON CAMPUS (already signed in to the ASU Library system) Click: Get It! @ ASU If the request options or the sign in option do not appear: Go back and click Get It! @ ASU again. Click on an option, complete the form, and submit as instructed: For items we own, these options should appear... Request ASU Copy Request Chapter Scan For items we do not own, this option should appear... Request External Copy SCREEN SHOTS... ON CAMPUS (NOT signed in to ASU Library system) For an item that we own... If the Sign In option appears : Click to Sign In... For an item we own, these options should appear... Request ASU Copy Request Chapter Scan For an item that we do not own... If the Sign In option appears : Click to Sign In... For an item we do not own... This option should appear Request External Copy MORE SCREEN SHOTS... ON CAMPUS (already signed in to the ASU Library system) OFF CAMPUS (whether you already signed in or not) If the request options or the sign in option do not appear: (This screen shot shows an item we own.) (This screen shot shows an item we do not own.) Go back and click Get It! @ ASU again. This should bring up the request options!"
I am finishing my ASU dissertation / thesis. Why isn't my remote access working?,https://askalibrarian.asu.edu/faq/191394,None,"ASU thesis or dissertation writers must be enrolled for at least 1-credit hour at ASU in order to retain online access and checkout privileges: The 1-credit dissertation / thesis course satisfies this requirement. Note: To retain library privileges over the summer, students must pre-register for Fall classes before the end of Spring semester."
Do I need to be an ASU student to use the library? (Visitor Information),https://askalibrarian.asu.edu/faq/177549,None,"Public visitors are welcome at any of our eight locations on the four ASU campuses. Hours of operation vary depending on the library and the time of year ( library locations and find contact information ). While you are in the library, you may connect your devices to the ASU Guest wireless network . The ASU Library is open to the public and home to our research collections, open stack collections at every library, and a variety of units and centers designed to engage learning and collaboration for all. Community Borrowing Cards are available for purchase for non-ASU affiliated library users, which provides borrowing privileges for most items from the open stacks collections.  In addition, the ASU Library houses a rich collection of rare, unique and distinctive materials . Get started by speaking with our experts at Ask an Archivist. Please note, building access to our Downtown Phoenix campus Library is limited to current ASU students, staff and faculty with active Sun Cards. Members of the public and Community Borrowers should call 602-496-0300 to arrange a visit. More information can be found on the Services for Visitors web page."
How can I create my own account to Times Higher Education (THE)?,https://askalibrarian.asu.edu/faq/266545,None,"Current ASU faculty, staff and students can sign up for your own Times Higher Education (THE) account! Registering as a first time user: For anywhere, anytime access to the Times Higher Education, you first need to register using ASU email address. Please follow these instructions so that your personal THE account is associated with the University’s institutional subscription. From the Times Higher Education website click on the user account icon, i.e. the red person icon towards the top right. Register using your Arizona State University email address @asu.edu (Your username will appear in public facing parts of the site such as comments on articles.) Choose a user name and password. Click on Join us at the bottom and you will be logged in. You will receive a confirmation email. Once you have successfully registered your personal account, just click on Login the next time you use the service. Access digital editions: To access digital editions of THE, go to their homepage. Click the Professional tab, then click Digital Editions. Then simply select the issue you want to view. Download the app: The Times Higher Education app is available on iOS, Android and Kindle Fire. Visit your app store provider to download it to your device. Select the edition you would like to view, e.g. UK or Global Log in by clicking on the icon in the top right corner of their home page. Select Account, then click: Existing THE account Enter your username and password."
How do I access government information and government documents?,https://askalibrarian.asu.edu/faq/324648,None,"ASU Library's Government Documents staff can assist in identifying and locating government information resources. Use the GovDoc-Info form to contact us. ASU students, faculty and staff can request government documents directly from the ASU online catalog . Public and non-ASU users can request government documents, found through the ASU online catalog , by filling out the Request Materials form , and may be picked up by scheduling an appointment using the GovDoc-Info form . Members of the public may use a library workstation to access government information online by scheduling an appointment using the GovDoc-Info form . Are there limitations on access? ALL users must follow acceptable ASU Library rules and procedures. Only ASU affiliates and community borrowing cardholders may borrow / check out our government documents."
I have to do PICO research. What is PICO?,https://askalibrarian.asu.edu/faq/197251,None,"Need to learn about PICO? Our experts have created library guides about PICO for a variety of disciplines. Search ""PICO"" in our large selection of library guides that mention PICO. You will notice that PICO is used in many different disciplines and fields. Click on the guide section that aligns with your needs: Libguides search results for PICO And here is a tutorial about PICO for the Health Sciences PICO: Research Questions for Health Sciences tutorial PICO quiz PICO script (PDF)"
Is there a Law Library at ASU? What is its web site?,https://askalibrarian.asu.edu/faq/177472,None,"The Ross-Blakley Law Library is located the ASU Downtown Phoenix campus. Location: 3rd floor of the Beus Center for Law and Society Downtown Phoenix campus 111 East Taylor Street Phoenix AZ 85004-4467 Phone: (480)965-6144 Website Ross-Blakley Law Library home page : Note: Although we share the same online catalog and many online resources, the ASU Law Library is not administratively affiliated with the ASU Library."
How do I find background information about my topic?,https://askalibrarian.asu.edu/faq/195781,None,Need to learn how to find background information on a topic? Here is a tutorial designed by our experts to get you started... Tutorial for finding and using background research Quiz for finding and using background research Script for finding and using background research (PDF) We have more tutorials to help you! Tutorials web page
Can ASU Library help me with a legal matter?,https://askalibrarian.asu.edu/faq/421762,None,"ASU Library staff cannot provide legal assistance, such as finding expert witnesses;  interpreting cases, statutes, or regulations; identifying legal forms to use or help in filling out legal forms; and similar activities. We advise consulting an attorney in such cases, and consulting a law library for legal research assistance. ASU Library is separate from ASU Law Library, which provides its own Ask a Law Librarian service."
I am working on a data management plan. Can you help me identify an appropriate data repository?,https://askalibrarian.asu.edu/faq/222428,None,"The best place to search for disciplinary repositories is: re3data.org Search tip: Searching for ""education"" in subjects provides a list of education related repositories . Researchers in the Julie Ann Wrigley Global Institute of Sustainability can also contact the Global Sustainability Support Services for information on GIOS data management. A non-disciplinary option is: Open Science Framework This includes both project management and data sharing. ASU now has an institutional account. To access: Go to osf.io Select sign in (at the top right of the page) Choose ""Sign in through my institution"" Arizona State is the first option in the drop down list. However, if you have any sensitive information this may not be the final sharing mechanism for you. If you are in the process of writing a plan: DMPTool This tool provides templates for actively building data management plans . Login with your ASU credentials. You can also review our library guide on research data management for additional information, tutorials, and instructions. Note: DMPTool has been updated recently with improved functionality. For additional information or help: Fill out the Library's research service request form to set up a consultation appointment!"
How do I add users or co-owners to my datasets in the ASU Research Data Repository?,https://askalibrarian.asu.edu/faq/335047,None,"We are using ASU single sign-on as the only method for signing in, and users add their accounts. Library admins cannot add them before they sign in for the first time, and users have read-only access when they are initially added. ASU Library staff provide permissions. Please contact the library and notify us which user you need added, after they have signed into the repository explorer page for the first time. Accounts are created at the time of first sign-in, and after that, the library repository administration team can add them to the account with the appropriate permission levels and even assign them to groups. If you only want to list someone as an author, but not grant permissions to manage your datasets, add their name in the metadata author fields and there is no need for them to sign into the repository. In a nutshell: You invite contributors by giving them the repository link, and they sign in to create an account, and then you request that we grant them access. The library cannot create accounts for them before they sign in. See Roles and Permissions in the Dataverse Platform Users Guide"
My book has been recalled and I can't return it on time! What can I do?,https://askalibrarian.asu.edu/faq/267618,None,"All ASU Library items are subject to recall. The recall policy applies to all users and is strictly enforced. It is in effect throughout the year including breaks, sabbaticals and vacations. When a checked out item is requested or recalled, items are due two weeks from the date it was requested by another user. Please review our Recall Policy page and our Returning Library Materials page for details on returning items. If a recalled item is returned after the recall due date, a late fee is charged. If you cannot return a recalled item by the recall due date, return the book to the library as soon as you are able. You may appeal library fines through a written appeal process after the item has been returned . Consult the Billing Appeal Procedure page for more information on how to appeal a fine. For contact information, please review our Billing Contact page."
"What online streaming video platforms are available through ASU Library, and how can I access them?",https://askalibrarian.asu.edu/faq/431638,None,"ASU Library provides access to thousands of streaming videos through three major providers: Alexander Street Films on Demand Kanopy Streaming videos are available in many other library-licensed collections and open collections. To find streaming videos in these collections, use the A-Z Databases module and limit to Database Type = Streaming Video . Searching this way will allow you to view a list of all of our current databases which contain a significant amount of streaming video content. For faculty, instructors and course designers: All videos in collections licensed by ASU Library can be used in ASU course management shells (Canvas, Learning Studio, Blackboard, etc.), syllabi, documents and other webpages. The ASU Library Resource Organizer is the best method for ensuring consistent links and access. ASU faculty interested in using the library’s streaming course reserve system to digitize video that is otherwise not available online should consult the Streaming Video Reserve Guidelines page. For detailed information about how to use videos in teaching, view this tutorial . Technical assistance: If you are unable to access a video, please submit a request through library systems support . Please indicate the specific video you are unable to access, and include information on your operating platform/device (Mac, PC, tablet, etc.) and browser."
Does ASU offer any plagiarism checkers?,https://askalibrarian.asu.edu/faq/332210,None,ASU currently uses Turnitin (TII) as part of the Canvas Classroom Management Software. Instructors - Turnitin must be activated for each assignment. Check ASU’s How to Enable Turnitin for Online Assignments information page! Students - Check your assignment in Canvas to see if Turnitin has been activated.
Where can I park on the ASU campus?,https://askalibrarian.asu.edu/faq/177486,None,Frequently asked questions about parking on the ASU campuses: https://cfo.asu.edu/pts-faqs Or try the ASU Parking website at: https://cfo.asu.edu/parking Be sure to click the tab for the appropriate campus!
How do I decide which database to use for my search?,https://askalibrarian.asu.edu/faq/177495,None,"Choosing a database: Databases by subject or type: Go to the A SU Library home page Click on the tab: Databases Under Select databases by subject or type , use the drop-down lists to filter by Subject or by Type. Our librarians have created lists of recommended databases for particular research subjects , courses, and assignments . Our Frequently Used Resources are linked on the ASU Library home page using the red View Resources button . Take a look at our complete list of our ASU Library databases ."
I just want to find something fun to read.,https://askalibrarian.asu.edu/faq/202633,None,"Want something fun to read?  Do you have a title or favorite author? Although you can use other methods, we find that the Advanced Search option works best for searching our catalog for a book title or author. Here's how it works... From the library home page https://lib.asu.edu/ Just below and to the right of the main search box, you will find the Advanced Search option: Click:  Advanced Search Change ""All resources"" to: ASU Library Catalog Change ""Any field"" to: author or title Change ""contains"" to: is (exact) or starts with Fill in the blank with the author's name or the title of the book Hit <Enter> on your keyboard to search! If you want to simply search for a broad category of books: Click:  Advanced Search Change ""All resources"" to: ASU Library Catalog Change ""Any field"" to: subject Change ""contains"" to: is (exact) Fill in the blank with the category / genre of book you want, such as: fiction or mystery or romance or science fiction autobiographical fiction or biographical fiction or historical fiction graphic novels or novels or short stories plays or poems or poetry Hit <Enter> on your keyboard to search! Note: If you are looking for FICTION, all of our fiction is arranged by language, then eras, countries, and then by author. The Library of Congress (LC) classification system is designed for academic research rather than for browsing for leisure reading; therefore, LC subject terms are designed to find books by themes and other topics assigned within a literature call number classification."
How long does it take to access materials?,https://askalibrarian.asu.edu/faq/219656,None,"We ask that you make requests for materials at least five (5) business days in advance, which will allow us to identify, secure, and move items to the appropriate reading room. An archives specialist will respond to all requests within 24 hours (Monday thru Friday, between 8 a.m. and 5 p.m.) to begin the process of fulfilling your request for materials, and will work with you to schedule your appointment. Contact Ask an Archivist for more information."
I've requested scans of articles from a journal and haven't received a notice that my request was received....,https://askalibrarian.asu.edu/faq/199460,None,"The screen shot below is the only notification that shows your request has been placed successfully in our queue. (If your place in the queue is 0, no one else is in the queue for that item ahead of you.) To check the status of your requests: At the top of the library home page, click on: Accounts Sign into My Library Account To view all of your ASU Library catalog requests within My Account, click: REQUESTS If you no longer need a request, you can cancel it from the Requests screen."
What's the process for students to check out and return a laptop?,https://askalibrarian.asu.edu/faq/295077,None,"Updated July 6, 2023 The ASU Laptop Lending program has been discontinued. If you have a question regarding this change, please contact the Enterprise Technology Experience Center at 1-833-713-0635 ."
How does the ASU Library Interlibrary Loan work?,https://askalibrarian.asu.edu/faq/177554,None,"What is the ASU Library Interlibrary Loan and how does it work? This Interlibrary Loan library guide will answer most of your questions. Here is the link: https://libguides.asu.edu/interlibraryloan Contact Interlibrary Loan: Email: ASU-ILL@asu.edu Phone: 480-965-3282 Interlibrary Loan for ASU Law students, faculty and staff: The Ross-Blakley Law Library provides Interlibrary Loan services for the students, faculty and staff affiliated with the Sandra Day O'Connor College of Law . Phone: 480-965-6144"
"What if I don't know the volume, issue, or reel number?",https://askalibrarian.asu.edu/faq/404453,None,"Here are a couple of things that may help identify information to help fulfill your request: Review the source of your citation for additional information, such as: alternative journal titles and/or updated ISSN Do a search on the internet for article title that may provide a citation. Do a search on the internet for journal title (and alternative journal titles) Occasionally material from older publications may be archived and available for download. If those options don't help you discover useful information to fulfill your request here are a few things to try within our library systems: Navigate to the library home page . Near the center of the home page, choose one of the following options from the drop down list to the right of the large search bar: One Search Then type or paste the title of the article into the search bar. Click SEARCH. If your article is not in the first few results, try a different method. Google Scholar Then type or paste the title of the article into the search bar. Click SEARCH. If your article is not in the first few results, try a different method. Journal Title Then type or paste the name of the journal into the search bar. Click SEARCH. Select the result, if any, for the online version of the journal. If there is a link to the publisher's website , click down the list in the following order until you get to the Table of Contents at the Issue level: Year Volume Issue Look through the Table of Contents listing in page number order. Note: The article you need may actually fall within the pages of a different article. This happens frequently with book reviews!! Open the full text and look for the starting page of your article, just in case it is actually within another article! If you need additional help, try our Ask a Librarian services!"
How will I receive my notifications or scanned request?,https://askalibrarian.asu.edu/faq/404454,None,"If you've submitted your request via ILLiad : All notifications will be sent to the email address provided in your ILLiad account. Please read the notification carefully as it may provide instructions to access your requested material through alternative means, or it may ask for additional information to continue processing your request. If your request can be fulfilled, the notification will include a link to log into your ILLiad account to obtain your scanned request. If you've submitted your request via a service ticket through the ASU Library Ask a Librarian Service : Your fulfilled request and any notifications will come as replies to your ticket submission. If your request is able to be fulfilled it will be attached as a PDF file."
I lost library materials that I checked out. What happens next?,https://askalibrarian.asu.edu/faq/418332,None,"If the item that you lost belongs to the library: The Billing Department will send you a bill with the replacement cost for the lost material. Cost varies by item - Consult with Library Billing Unit. If the item that you lost is an ILL request: For interlibrary loan items that are not returned by the due date, there is an overdue fee of $5.00 per day (starting on the due date) with a maximum overdue fee of $25.00 and a default $150.00 replacement fee. The replacement fee may be adjusted depending on the actual cost of the item billed by the library who owns the item. We have a high overdue fee as many libraries will block us from requesting any materials when their items are returned late. If you find the lost item: You can return items that you have found back to the ASU Library. A full cost of replacement will be refunded if library material is returned in good condition within 6 months of billing. Payments cannot be refunded after 6 months . For more information about lost materials, visit our Overdues, Fines, and Fees website . Library Billing Department: PO BOX 871006 Tempe, AZ 85287-1006 480-965-3417 lillie.johnson@asu.edu"
How do I search for articles in a specific magazine?,https://askalibrarian.asu.edu/faq/189961,None,"Finding an article - Journal Title Search & search within publication: First, go to Journal Title Search https://lib.asu.edu/find-journals In the top box, type the name of the journal and hit ""submit."" The results will tell you the dates for any full text coverage in a particular database link. Click on the link to one of the databases that includes the dates for full text for your search needs. Find the SEARCH THIS PUBLICATION option on the resulting page and use keywords to search within this journal. Current ASU students, faculty and staff: If an article is not available as full text, you may wish to request a digital copy of the article through your Interlibrary Loan (ILLiad) account. Other researchers: ASU Library Interlibrary Loan card (ILL card): Here is a link to information about the ASU Library ILL card for guest users https://lib.asu.edu/policies/communityloan/eligibility Or check with your local public library or academic institution with whom you are affiliated; they may have an interlibrary loan service to meet your needs."
"How do I search for an article if I have the name of the journal, the year, volume, and issue?",https://askalibrarian.asu.edu/faq/177571,None,"To find a specific article, use the Journal Title Search to find the journal , then filter within the journal by year, volume and issue: First, go to Journal Title Search https://lib.asu.edu/find-journals In the top box, type the name of the journal and hit ""submit."" The results will tell you the dates for any full text coverage in a particular database link. Click on the link that contains the date for the article you need. The results will either give you a list of individual years or a group of years. Click on the link that contains the year for your article. The results will usually give you a list of volumes and/or issues. Click on the volume and/or issue you need. When you have reached the issue that you need, the results should be listed in Table of Contents order. Scroll down the list until you find the title (or page number) for your article. Current ASU students, faculty and staff: If an article is not available as full text, you may wish to request a digital copy of the article through your Interlibrary Loan (ILLiad) account. Other researchers: ASU Library Interlibrary Loan card (ILL card): Here is a link to information about the ASU Library ILL card for guest users https://lib.asu.edu/policies/communityloan/eligibility Or check with your local public library or academic institution with whom you are affiliated. They may have an interlibrary loan service to meet your needs."
Who can access full text online?,https://askalibrarian.asu.edu/faq/177877,None,"Who can access full text online? Current ASU students, faculty and staff: Remember, you must be signed in to access most ASU Library resources from off-campus! Sign in to ASU Library with your ASURITE username and password. The Sign In link is in the upper right corner of the library home page. If you encounter a Sign In reminder within a pale yellow text box on our library pages... Sometimes the library system will prompt you again to Sign In. For additional access or request options, click the ""Sign In"" link to refresh the sign in connection. Click here for more information on our remote access policy . If you are working for an ASU department, but do not have remote access to ASU Library resources, click here for more information about the process for your designated affiliation. The affiliate status designated by your department controls your ability to access remote library databases and services. Access is not controlled by the library. Arizona residents: Online resources for Arizona residents are available online through the Digital Arizona Library (DAZL) . Note: DAZL is made available by the State of Arizona's Arizona State Library, Archives and Public Records . It is the State of Arizona's library system, which is not affiliated with Arizona State University's ASU Library system."
I have an ED number from the ERIC database. Is there a quick way to tell if it is available in full text?,https://askalibrarian.asu.edu/faq/205175,None,"ERIC (Education Resources Information Center) is an education database that is available through ASU Library's online subscription services ( https://libguides.asu.edu/ericproq ) ( https://libguides.asu.edu/ericeduc ), but a public version of ERIC is available at: http://eric.ed.gov Note:  ERIC indexes educational journal articles as well as educational documents.  ERIC documents are assigned an ED number that is followed by 6 digits. There is a quick way to search the public version (ERIC website) to determine whether it contains fulltext of the ERIC digest article / ERIC document. Fill in the blank with the 6 digit ED number and use this URL: http://files.eric.ed.gove/fulltext/ED______.pdf Note: Sometimes authors do not give ERIC permission to post copies of their works, but you can check our ASU Library holdings for a copy of the work. It will not be listed by ED number, but as the actual work such as by title and author."
What types of resources can I find in ASU Library's One Search?,https://askalibrarian.asu.edu/faq/194489,None,"One Search results can include any of the following resource types: Note: Not all will be available for every search. Journal articles, including: open access full-text online peer-reviewed and more Books online (ebooks) physical books Audio Visual materials, including: images videos audio recordings Journals Databases Library Guides Dissertations Reviews Articles Book chapters Music scores Newspaper articles Reference entries Conference proceedings Government documents Legal documents Maps Web Sites Patents Statistical data sets Research data sets Technical reports And more under: Other Text Resources"
"Hey, what's going on with Scopus and Web of Science?",https://askalibrarian.asu.edu/faq/329182,None,"Check out our Scopus guide that tells when and why Web of Science is being discontinued . It answers most of your questions, such as... When will the Web of Science index no longer be accessible? Why are you discontinuing Web of Science? Will access to journal content be lost as part of this transition? What is Scopus and why was it selected as the replacement for Web of Science? Will there be offered training on how to use Scopus? Where can I get more information on the transition to Scopus? Is there someone I can speak to about this transition?"
Can I use the library system from off campus?,https://askalibrarian.asu.edu/faq/195093,None,"Visitors: Many online resources provided through the ASU Library’s web site are available to visitors while visiting the library in person by using the ASU Guest wireless network . Please use the ASU for You platform to explore publicly accessible, digital educational resources, curated by the ASU Library, that are available to everyone, everywhere, and can be integrated into your academic and professional work. Find more information on the Services for Visitors web page. Current ASU students, faculty and staff: To access ASU Library resources from off campus, go to the library home page and then Sign In with your ASURITE ID, password and DUO Authentication. The Sign In option is located in the top right corner of the ASU Library home page. If your name is not posted in the top right corner of the library page, click the library's Sign In link. Authenticating gives you more options for full text and other library services! Note: You can also Sign In to your MyASU account to access the library. For more information about accessing full text online from off campus, click the link to view our Can I access full text online? FAQ."
How do I find contact information for specific departments at ASU Library?,https://askalibrarian.asu.edu/faq/177481,None,"Contact information for ASU Library departments To find a list of ASU Library departments with their links and contacts: Go to the ASU Library home page: https://lib.asu.edu Scroll to the bottom of the page. In the section, About the Library, click Staff Directory."
Need a Math or Engineering formula? Try our Knovel database!,https://askalibrarian.asu.edu/faq/206260,None,"Need a Math or Engineering formula? ASU Library subscribes to a database that can help with a variety of Mathematical Equations! In the Knovel database On the left side of the page, click on: Equations On the main portion of the resulting page, click on: Go to Equations Home This gives you a list of formulas to choose from by groupings on the left side of the page. You need to access the database one of the ways listed below: Be signed in with your current ASURITE ID and password; Be on our ASU Wi-Fi or ASU Guest Wi-Fi; Use one of our ASU Library computers."
Who can help me with LabArchives electronic research notebooks?,https://askalibrarian.asu.edu/faq/323415,None,"Click here for information about LabArchives electronic lab notebooks / electronic research notebooks , including: LabArchives account sign up and log in LabArchives Knowledgebase ASU’s LabArchives support Slack channel Visit LabArchives Support directly. For technical questions on other applications or support for data recovery, contact Research Technology Support . Get answers to general questions or request training through our request form ."
Do you have an overview about college-level / academic research?,https://askalibrarian.asu.edu/faq/197250,None,Welcome to ASU!  Here is a tutorial designed by our experts about university-level research. Tutorial on an introduction to university research Quiz Script We have more tutorials to help you! Tutorials web page
How can I get anywhere anytime access to the Wall Street Journal?,https://askalibrarian.asu.edu/faq/266538,None,"WSJ.com subscriptions are available to current Arizona State University faculty, staff and students. How to activate your digital subscription Go to the WSJ registration page: WSJ.com/ArizonaState Enter your first and last name Select an Account Type from the dropdown: Student, Professor, or Staff Enter your ASU email address and create a password. The email address and password will allow access on other devices outside of the university network. Click Create to complete registration and create your WSJ subscription. Once you have an account you can go directly to: https://www.wsj.com/ When does my digital subscription expire? If you’re a student: When you activate your student membership, you will be prompted to input their graduation date & year. This is your membership expiration date. If you happen to graduate later than expected and lose access, you can re-activate your membership. If you’re Faculty/Staff: All faculty & staff retain WSJ membership for one year after activating. After that, you will have to re-activate your membership. What if I already have a WSJ subscription? Current subscribers can call 1-800-JOURNAL (1-800-568-7625) to switch from their paid subscription to the membership through their university and they will be refunded the remaining balance of their subscription. What your digital subscription includes Access to wsj.com articles 1997 to present WSJ mobile apps for your device from Apple App Store or Google Play Store . A newsletter of curated content sent to your inbox every month (optional) What about older WSJ articles? Older articles (1984 - present) can be accessed via the Wall Street Journal (ProQuest) database."
"How do I fix the ""400 Bad Request: Request Header or Cookie Too Large"" error when accessing library resources?",https://askalibrarian.asu.edu/faq/418179,None,"This error often relates to issues with your browser’s cookies or settings. Try the following troubleshooting steps to resolve the problem: Quick Fix. Test in an Incognito/Private Window: Open an incognito or private browsing window and try accessing the resource again. If this works, the issue is likely with your browser’s cookies. Proceed to clear your cache and cookies. Clear Cache and Cookies : Ensure you clear them for all time. Close your browser after clearing, reopen it, log in to MyASU, and try again. Switch Browsers: If the issue persists, try accessing the resource using a different browser. Check Your VPN Connection: Sign out of your VPN and sign back in. Note: Using a VPN does not provide direct access to ASU Library resources. Access is only supported through the ASU Library portal by signing in to your ASU account on the library website or using One Search . Restart Your Device and Network: Disconnect your internet connection. Restart your computer. Reconnect and try again. Check for Blockers: Disable any firewalls, pop-up blockers, or browser extensions that could interfere with access. Try a Different Device or Network: Access the resource from another device or a different internet connection to determine if the issue is device- or network-specific Still having trouble? If these steps do not resolve the issue, please contact us for support. Be sure to include screenshots or a video that shows the full URL in the browser."
I am signed in but the fulltext of the article won't open for me. What can I do?,https://askalibrarian.asu.edu/faq/199461,None,"If you are a current ASU student, faculty or staff and the ASU Library system doesn't have an online copy of an article or a book chapter that you need for your research, or if you are signed in to the ASU Library system but the full text access link does open the full text for you... You can request a digital copy through your Interlibrary Loan ILLIAD account! Here is a link to our Interlibrary Loan guide . It includes a link to the sign-in page for your ILLIAD account. Take a look at their FAQs near the bottom of their library guide! They are very helpful. You can also try searching Google Scholar . Sometimes full text can be found by searching within ASU Library's Google Scholar portal. Make sure you are signed in to the ASU Library system. On the library home page, change the dropdown from One Search to Google Scholar. Perform your search and be sure to click the All Versions link below each result that looks promising! The full text often appears in those additional versions. Need more help? Contact us! Email, call, or chat with library staff through Ask a Librarian . Report an error . Include the steps you took to experience the error and include screenshots, if possible."
"My graduate theses or doctoral dissertation is embargoed through ProQuest, but I can do a Google search and download the full document.",https://askalibrarian.asu.edu/faq/209805,None,"ASU dissertations and theses (in the KEEP institutional repository) are managed solely by the ASU Graduate College. ASU’s policies regarding theses and dissertation embargoes are determined by the ASU Graduate College. Embargoing through ProQuest is separate from embargoing through ASU. Once the ASU embargo expires, full documents are available through the ASU Repository. For information or questions on embargo requests email ASU Graduate College at gradformat@asu.edu Be sure to include: Your full name ASU ID number Year of graduation Title of your document Your email address You can learn more on the embargo process from this article from ASU Graduate College ."
Is there a filter for E-books?,https://askalibrarian.asu.edu/faq/194491,None,"Note: Ebook collections include many titles that are not owned by ASU Library. (Unless we have purchased a specific title, the ebook you are using could disappear from our collections at any time.) Before assigning an ebook from our collections as your course textbook, check with us to see if the ebook is a permanent part of our collection! You can submit an Ask a Librarian email / ticket. Use ASU Library Tech Support's Get help! button. Or create a library technical support ticket at https://lib.asu.edu/systems/help Here are a few options for searching our ASU Library collections for electronic books... Option 1: From the black header section of the library home page , click: Find In the first column under Materials, click: E-Books Type the book title, keywords, or other criteria into the Library One Search blank and click: Search for ebooks Option 2: Although this is not a one-click filter to limit selections to eBooks, you can: Perform a search using One Search On the results page, use filters on the right side of the page to limit to Availability: Full Text Online Then scroll down the list to Resource Type and select: Books You might need to click Show More to find the Books filter. You can either click Books or check mark the Books filter, then scroll down and click: Apply Your results list should now be limited to eBooks."
I need articles from specific tourism journals. Where do I start?,https://askalibrarian.asu.edu/faq/205131,None,"For a list of tourism journals, click on the library guide's tab for: JOURNALS Once you have a journal title or ISSN, go to the library homepage: https://lib.asu.edu Change the One Search dropdown to: Journal Titles . In the search blank, enter the journal title or ISSN and click: Search From the results, select titles that have Online Access Then look for and click the blue links to the databases that have fulltext available. Note: You can search within most of these databases for your tourism topic! For a list of databases that include articles on tourism, click on the tab: ARTICLE DATABASES Among these, try these databases to start: LeisureTourism.com ABI/Inform"
What is the Song Index?,https://askalibrarian.asu.edu/faq/201340,None,"The Song Index (created by our ASU Music Library staff): allows users to search by song title or composer and will retrieve the name of the anthology and the ASU call number for songs found in score anthologies located at the ASU Music Library . Most items are part of our circulating collection which can be checked out, if you have ASU Library borrowing privileges. The Song Index can be found online at: https://libguides.asu.edu/songidx Note : This index can also be found in our A-Z list of Databases under S for Song Index !"
What is the best license for my dataset in the ASU Research Data Repository? Should I use CC-by?,https://askalibrarian.asu.edu/faq/334962,None,We recommend using CC0 and adding a suggested citation because in most cases data (collection of facts) might not be eligible for copyright protection and ultimately creates an unnecessary barrier to re-use. For further reading see This post from the University of California’s Office of Scholarly Communication provides an overview of the situation and recommends the CC0 license for many kinds of data. The Open Database License (ODC-By) also has an attribution variant. See also our quick guide on licensing and data .
